Planet name,Host star name,Stars in system,Planets in system,Discovery method,Discovery year,Discovery facility,Orbital period (days),Orbit semi-major axis (AU),Planet radius (R_E),Planet radius (R_J),Planet mass (M_E),Planet temperature (K),Stellar spectral class,Stellar temperature (K),Stellar radius (R_sol),Stellar mass (M_sol),Right ascension (deg),Declination (Deg),Stellar distance (pc),Stellar magnitude,releasedate
Kepler-1148 b,Kepler-1148,1,1,Transit,2016,Kepler,1.104463509,0.0188,1.64,0.14631125,,1396,,5002,0.753,0.723,290.9536059,45.7195545,625.692,15.533,2014-11-21
Kepler-1148 b,Kepler-1148,1,1,Transit,2016,Kepler,1.104463509,,1.69,0.1507717,,,,5054,0.77,0.81,290.9536059,45.7195545,625.692,15.533,2016-05-10
Kepler-1148 b,Kepler-1148,1,1,Transit,2016,Kepler,1.104463509,0.0188,1.64,0.14631125,,1396,,5002,0.753,0.723,290.9536059,45.7195545,625.692,15.533,2014-11-18
Kepler-1148 b,Kepler-1148,1,1,Transit,2016,Kepler,1.104463509,0.0188,1.64,0.14631125,,1396,,5002,0.753,0.723,290.9536059,45.7195545,625.692,15.533,2015-08-25
Kepler-1148 b,Kepler-1148,1,1,Transit,2016,Kepler,1.104462494,0.0188,1.6,0.14274268,,1397,,5002,0.753,0.723,290.9536059,45.7195545,625.692,15.533,2017-05-08
Kepler-1148 b,Kepler-1148,1,1,Transit,2016,Kepler,,,1.527,0.13622982,,,,5000,0.717,,290.9536059,45.7195545,625.692,15.533,2018-09-06
Kepler-1148 b,Kepler-1148,1,1,Transit,2016,Kepler,1.1044547,0.019,1.54,0.13738983,,1362,,4994,0.726,0.729,290.9536059,45.7195545,625.692,15.533,2013-10-28
Kepler-1148 b,Kepler-1148,1,1,Transit,2016,Kepler,1.104462494,,,,,,,4938,0.741351,0.81,290.9536059,45.7195545,625.692,15.533,2018-09-25
Kepler-1148 b,Kepler-1148,1,1,Transit,2016,Kepler,1.1044628712,,,,,,,4938,0.741351,0.81,290.9536059,45.7195545,625.692,15.533,2019-04-18
Kepler-1149 b,Kepler-1149,1,1,Transit,2016,Kepler,3.73089898,0.0466,1.27,0.11330201,,1115,,5830,0.876,0.97,294.1891824,45.1515263,1217.73,15.146,2014-11-18
Kepler-1149 b,Kepler-1149,1,1,Transit,2016,Kepler,3.73090026,0.0473,1.48,0.13203698,,1128,,5709,0.95,1.014,294.1891824,45.1515263,1217.73,15.146,2017-05-08
Kepler-1149 b,Kepler-1149,1,1,Transit,2016,Kepler,3.730927,0.047,1.39,0.12400771,,1106,,5810,0.88,0.981,294.1891824,45.1515263,1217.73,15.146,2013-10-28
Kepler-1149 b,Kepler-1149,1,1,Transit,2016,Kepler,3.73090026,,,,,,,5604.94,1.28305,0.99,294.1891824,45.1515263,1217.73,15.146,2018-09-25
Kepler-1149 b,Kepler-1149,1,1,Transit,2016,Kepler,3.73089898,0.0466,1.27,0.11330201,,1115,,5830,0.876,0.97,294.1891824,45.1515263,1217.73,15.146,2015-08-25
Kepler-1149 b,Kepler-1149,1,1,Transit,2016,Kepler,3.7309171604,,,,,,,5604.94,1.28305,0.99,294.1891824,45.1515263,1217.73,15.146,2019-04-18
Kepler-1149 b,Kepler-1149,1,1,Transit,2016,Kepler,3.73089898,,1.44,0.1284682,,,,5833,1.01,1.02,294.1891824,45.1515263,1217.73,15.146,2016-05-10
Kepler-1149 b,Kepler-1149,1,1,Transit,2016,Kepler,,,1.927,0.17191543,,,,5710,1.238,,294.1891824,45.1515263,1217.73,15.146,2018-09-06
Kepler-1149 b,Kepler-1149,1,1,Transit,2016,Kepler,3.73089898,0.0466,1.27,0.11330201,,1115,,5830,0.876,0.97,294.1891824,45.1515263,1217.73,15.146,2014-11-21
Kepler-115 b,Kepler-115,1,2,Transit,2014,Kepler,,,1.212,0.1081274,,,,6000,1.147,,297.7119299,45.261985,623.609,13.545,2018-09-06
Kepler-115 b,Kepler-115,1,2,Transit,2014,Kepler,2.403679,0.036,1.09,0.097,,,,5979,1.205,,297.7119299,45.261985,623.609,13.545,2014-05-14
Kepler-115 b,Kepler-115,1,2,Transit,2014,Kepler,2.403640701,,,,,,,6056.56,1.17013,1.13,297.7119299,45.261985,623.609,13.545,2018-09-25
Kepler-115 b,Kepler-115,1,2,Transit,2014,Kepler,2.403643296,0.0351,0.99,0.08832204,,1459,,5977,1.075,0.999,297.7119299,45.261985,623.609,13.545,2014-11-18
Kepler-115 b,Kepler-115,1,2,Transit,2014,Kepler,2.4036671575,,,,,,,6056.56,1.17013,1.13,297.7119299,45.261985,623.609,13.545,2019-04-18
Kepler-115 b,Kepler-115,1,2,Transit,2014,Kepler,2.403643296,0.0351,0.99,0.08832204,,1459,,5977,1.075,0.999,297.7119299,45.261985,623.609,13.545,2014-11-21
Kepler-115 b,Kepler-115,1,2,Transit,2014,Kepler,2.403643296,0.0351,0.99,0.08832204,,1459,,5977,1.075,0.999,297.7119299,45.261985,623.609,13.545,2015-08-25
Kepler-115 b,Kepler-115,1,2,Transit,2014,Kepler,2.403640701,0.0355,1.24,0.11062558,,1489,,5881,1.171,1.032,297.7119299,45.261985,623.609,13.545,2017-05-08
Kepler-115 b,Kepler-115,1,2,Transit,2014,Kepler,2.403643296,,1,0.08921402,,,,5931,1.15,1.07,297.7119299,45.261985,623.609,13.545,2016-05-10
Kepler-115 b,Kepler-115,1,2,Transit,2014,Kepler,2.403654,0.036,1.33,0.11865486,,1540,,6069,1.19,1.04,297.7119299,45.261985,623.609,13.545,2013-10-28
Kepler-115 b,Kepler-115,1,2,Transit,2014,Kepler,2.403643296,0.03562,1.041,0.09287196,,,,6000,1.13,1.042,297.7119299,45.261985,623.609,13.545,2024-12-05
Kepler-115 c,Kepler-115,1,2,Transit,2014,Kepler,8.9908929264,,,,,,,6056.56,1.17013,1.13,297.7119299,45.261985,623.609,13.545,2019-04-18
Kepler-115 c,Kepler-115,1,2,Transit,2014,Kepler,8.99088621,0.0856,2.78,0.24801541,,960,,5881,1.171,1.032,297.7119299,45.261985,623.609,13.545,2017-05-08
Kepler-115 c,Kepler-115,1,2,Transit,2014,Kepler,,,2.72,0.24266215,,,,6000,1.147,,297.7119299,45.261985,623.609,13.545,2018-09-06
Kepler-115 c,Kepler-115,1,2,Transit,2014,Kepler,8.99088871,0.0847,2.31,0.20608475,,939,,5977,1.075,0.999,297.7119299,45.261985,623.609,13.545,2014-11-18
Kepler-115 c,Kepler-115,1,2,Transit,2014,Kepler,8.99090059,,,,,,,6056.56,1.17013,1.13,297.7119299,45.261985,623.609,13.545,2016-07-28
Kepler-115 c,Kepler-115,1,2,Transit,2014,Kepler,8.990916,0.086,2.8,0.2497997,,997,,6069,1.19,1.04,297.7119299,45.261985,623.609,13.545,2013-10-28
Kepler-115 c,Kepler-115,1,2,Transit,2014,Kepler,8.99088871,0.08582,2.429,0.21670124,,,,6000,1.13,1.042,297.7119299,45.261985,623.609,13.545,2024-12-05
Kepler-115 c,Kepler-115,1,2,Transit,2014,Kepler,8.99088871,,2.5,0.22303506,,,,5931,1.15,1.07,297.7119299,45.261985,623.609,13.545,2016-05-10
Kepler-115 c,Kepler-115,1,2,Transit,2014,Kepler,8.99088621,,,,,,,6056.56,1.17013,1.13,297.7119299,45.261985,623.609,13.545,2018-09-25
Kepler-115 c,Kepler-115,1,2,Transit,2014,Kepler,8.99088871,0.0847,2.31,0.20608475,,939,,5977,1.075,0.999,297.7119299,45.261985,623.609,13.545,2015-08-25
Kepler-115 c,Kepler-115,1,2,Transit,2014,Kepler,8.99088871,0.0847,2.31,0.20608475,,939,,5977,1.075,0.999,297.7119299,45.261985,623.609,13.545,2014-11-21
Kepler-115 c,Kepler-115,1,2,Transit,2014,Kepler,8.990889,0.087,2.6,0.232,,,,5979,1.205,,297.7119299,45.261985,623.609,13.545,2014-05-14
Kepler-1150 b,Kepler-1150,2,1,Transit,2016,Kepler,2.787868386,0.0382,2.41,0.21500617,,1432,,4827,1.727,0.952,296.7244553,49.5326846,358.518,14.748,2014-11-18
Kepler-1150 b,Kepler-1150,2,1,Transit,2016,Kepler,2.787868386,0.0382,2.41,0.21500617,,1432,,4827,1.727,0.952,296.7244553,49.5326846,358.518,14.748,2014-11-21
Kepler-1150 b,Kepler-1150,2,1,Transit,2016,Kepler,2.787868386,,1.02,0.0909983,,,,4754,0.72,0.76,296.7244553,49.5326846,358.518,14.748,2016-05-10
Kepler-1150 b,Kepler-1150,2,1,Transit,2016,Kepler,2.787876,0.034,1.12,0.09991988,,907,,4706,0.649,0.672,296.7244553,49.5326846,358.518,14.748,2013-10-28
Kepler-1150 b,Kepler-1150,2,1,Transit,2016,Kepler,,,0.918,0.08189847,,,,4820,0.68,,296.7244553,49.5326846,358.518,14.748,2018-09-06
Kepler-1150 b,Kepler-1150,2,1,Transit,2016,Kepler,2.7878630596,,,,,,,4604,0.730283,0.729,296.7244553,49.5326846,358.518,14.748,2019-04-18
Kepler-1150 b,Kepler-1150,2,1,Transit,2016,Kepler,2.787874175,0.0382,2.33,0.20786903,,1432,,4827,1.727,0.952,296.7244553,49.5326846,358.518,14.748,2017-05-08
Kepler-1150 b,Kepler-1150,2,1,Transit,2016,Kepler,2.787874175,,,,,,,4604,0.730283,0.729,296.7244553,49.5326846,358.518,14.748,2018-09-25
Kepler-1150 b,Kepler-1150,2,1,Transit,2016,Kepler,2.787868386,0.0382,2.41,0.21500617,,1432,,4827,1.727,0.952,296.7244553,49.5326846,358.518,14.748,2015-08-25
Kepler-1151 b,Kepler-1151,1,1,Transit,2016,Kepler,65.6480892,0.3197,3.93,0.35061172,,485,,5565,1.246,1.008,292.2477819,47.8784257,682.436,15.005,2017-05-08
Kepler-1151 b,Kepler-1151,1,1,Transit,2016,Kepler,65.64823592,,,,,,,5350.63,0.784985,0.93,292.2477819,47.8784257,682.436,15.005,2016-07-28
Kepler-1151 b,Kepler-1151,1,1,Transit,2016,Kepler,65.6462,0.312,2.29,0.20430047,,462,,5818,1.01,0.943,292.2477819,47.8784257,682.436,15.005,2013-10-28
Kepler-1151 b,Kepler-1151,1,1,Transit,2016,Kepler,65.6478424,0.3007,2.49,0.2221433,,456,,5788,0.96,0.841,292.2477819,47.8784257,682.436,15.005,2014-11-21
Kepler-1151 b,Kepler-1151,1,1,Transit,2016,Kepler,65.6478424,,2.22,0.19805513,,,,5470,0.85,0.88,292.2477819,47.8784257,682.436,15.005,2016-05-10
Kepler-1151 b,Kepler-1151,1,1,Transit,2016,Kepler,65.6478598521,,,,,,,5350.63,0.784985,0.93,292.2477819,47.8784257,682.436,15.005,2019-04-18
Kepler-1151 b,Kepler-1151,1,1,Transit,2016,Kepler,65.6480892,,,,,,,5350.63,0.784985,0.93,292.2477819,47.8784257,682.436,15.005,2018-09-25
Kepler-1151 b,Kepler-1151,1,1,Transit,2016,Kepler,65.6478424,0.3007,2.49,0.2221433,,456,,5788,0.96,0.841,292.2477819,47.8784257,682.436,15.005,2015-08-25
Kepler-1151 b,Kepler-1151,1,1,Transit,2016,Kepler,,,2.399,0.21402444,,,,5562,0.76,,292.2477819,47.8784257,682.436,15.005,2018-09-06
Kepler-1151 b,Kepler-1151,1,1,Transit,2016,Kepler,65.6478424,0.3007,2.49,0.2221433,,456,,5788,0.96,0.841,292.2477819,47.8784257,682.436,15.005,2014-11-18
Kepler-1152 b,Kepler-1152,1,1,Transit,2016,Kepler,1.646801683,0.0223,0.86,0.07672419,,806,,3810,0.513,0.543,290.4341483,44.1077802,215.233,15.31,2017-05-08
Kepler-1152 b,Kepler-1152,1,1,Transit,2016,Kepler,1.646801683,,,,,,,3937,0.608109,0.594655,290.4341483,44.1077802,215.233,15.31,2018-09-25
Kepler-1152 b,Kepler-1152,1,1,Transit,2016,Kepler,1.646801908,0.0225,0.91,0.0811849,,840,,3900,0.537,0.559,290.4341483,44.1077802,215.233,15.31,2014-11-21
Kepler-1152 b,Kepler-1152,1,1,Transit,2016,Kepler,1.646801908,,0.87,0.0776162,,,,3964,0.53,0.55,290.4341483,44.1077802,215.233,15.31,2016-05-10
Kepler-1152 b,Kepler-1152,1,1,Transit,2016,Kepler,,,1.021,0.09108752,,,,3809,0.606,,290.4341483,44.1077802,215.233,15.31,2018-09-06
Kepler-1152 b,Kepler-1152,1,1,Transit,2016,Kepler,1.646801908,0.0225,0.91,0.0811849,,840,,3900,0.537,0.559,290.4341483,44.1077802,215.233,15.31,2014-11-18
Kepler-1152 b,Kepler-1152,1,1,Transit,2016,Kepler,1.646819,0.022,1.07,0.09545917,,879,,4072,0.527,0.552,290.4341483,44.1077802,215.233,15.31,2013-10-28
Kepler-1152 b,Kepler-1152,1,1,Transit,2016,Kepler,1.6468007943,,,,,,,3937,0.608109,0.594655,290.4341483,44.1077802,215.233,15.31,2019-04-18
Kepler-1152 b,Kepler-1152,1,1,Transit,2016,Kepler,1.646801908,0.0225,0.91,0.0811849,,840,,3900,0.537,0.559,290.4341483,44.1077802,215.233,15.31,2015-08-25
Kepler-1153 b,Kepler-1153,1,1,Transit,2016,Kepler,,,1.922,0.17146935,,,,5576,0.821,,289.1471849,45.86613,1119.49,15.767,2018-09-06
Kepler-1153 b,Kepler-1153,1,1,Transit,2016,Kepler,1.755835327,0.0277,1.68,0.14987982,,1349,,5575,0.834,0.917,289.1471849,45.86613,1119.49,15.767,2014-11-21
Kepler-1153 b,Kepler-1153,1,1,Transit,2016,Kepler,1.755843555,0.0277,1.94,0.17307551,,1343,,5569,0.829,0.928,289.1471849,45.86613,1119.49,15.767,2017-05-08
Kepler-1153 b,Kepler-1153,1,1,Transit,2016,Kepler,1.755843555,,,,,,,5363,0.834825,0.93,289.1471849,45.86613,1119.49,15.767,2018-09-25
Kepler-1153 b,Kepler-1153,1,1,Transit,2016,Kepler,1.755835327,,1.73,0.15434026,,,,5470,0.88,0.91,289.1471849,45.86613,1119.49,15.767,2016-05-10
Kepler-1153 b,Kepler-1153,1,1,Transit,2016,Kepler,1.755835327,0.0277,1.68,0.14987982,,1349,,5575,0.834,0.917,289.1471849,45.86613,1119.49,15.767,2014-11-18
Kepler-1153 b,Kepler-1153,1,1,Transit,2016,Kepler,1.755835327,0.0277,1.68,0.14987982,,1349,,5575,0.834,0.917,289.1471849,45.86613,1119.49,15.767,2015-08-25
Kepler-1153 b,Kepler-1153,1,1,Transit,2016,Kepler,1.755846,0.028,1.51,0.13471341,,1313,,5545,0.81,0.91,289.1471849,45.86613,1119.49,15.767,2013-10-28
Kepler-1154 b,Kepler-1154,1,2,Transit,2016,Kepler,5.1856142,,2.34,0.20876082,,,,6327,1.43,1.26,297.4771158,39.8772345,1460.1,14.953,2016-05-10
Kepler-1154 b,Kepler-1154,1,2,Transit,2016,Kepler,5.1856573223,,,,,,,6388,1.37338,1.28,297.4771158,39.8772345,1460.1,14.953,2019-04-18
Kepler-1154 b,Kepler-1154,1,2,Transit,2016,Kepler,5.185444,0.06,1.52,0.13560555,,1101,,6158,0.99,1.082,297.4771158,39.8772345,1460.1,14.953,2013-10-28
Kepler-1154 b,Kepler-1154,1,2,Transit,2016,Kepler,,,2.246,0.2003747,,,,6170,1.414,,297.4771158,39.8772345,1460.1,14.953,2018-09-06
Kepler-1154 b,Kepler-1154,1,2,Transit,2016,Kepler,5.1856142,0.0604,1.67,0.14898768,,1118,,6163,1.022,1.09,297.4771158,39.8772345,1460.1,14.953,2014-11-18
Kepler-1154 b,Kepler-1154,1,2,Transit,2016,Kepler,5.1856142,0.0604,1.67,0.14898768,,1118,,6163,1.022,1.09,297.4771158,39.8772345,1460.1,14.953,2015-08-25
Kepler-1154 b,Kepler-1154,1,2,Transit,2016,Kepler,5.18560081,,,,,,,6388,1.37338,1.28,297.4771158,39.8772345,1460.1,14.953,2018-09-25
Kepler-1154 b,Kepler-1154,1,2,Transit,2016,Kepler,5.18560081,0.0631,2.34,0.20876118,,1314,,6172,1.471,1.25,297.4771158,39.8772345,1460.1,14.953,2017-05-08
Kepler-1154 b,Kepler-1154,1,2,Transit,2016,Kepler,5.1856142,0.0604,1.67,0.14898768,,1118,,6163,1.022,1.09,297.4771158,39.8772345,1460.1,14.953,2014-11-21
Kepler-1154 c,Kepler-1154,1,2,Transit,2016,Kepler,8.45808312,0.0837,1.67,0.14898768,,950,,6163,1.022,1.09,297.4771158,39.8772345,1460.1,14.953,2015-08-25
Kepler-1154 c,Kepler-1154,1,2,Transit,2016,Kepler,,,2.424,0.2162548,,,,6170,1.414,,297.4771158,39.8772345,1460.1,14.953,2018-09-06
Kepler-1154 c,Kepler-1154,1,2,Transit,2016,Kepler,8.45808312,,2.36,0.2105451,,,,6327,1.43,1.26,297.4771158,39.8772345,1460.1,14.953,2016-05-10
Kepler-1154 c,Kepler-1154,1,2,Transit,2016,Kepler,8.45808312,0.0837,1.67,0.14898768,,950,,6163,1.022,1.09,297.4771158,39.8772345,1460.1,14.953,2014-11-21
Kepler-1154 c,Kepler-1154,1,2,Transit,2016,Kepler,8.45808312,0.0837,1.67,0.14898768,,950,,6163,1.022,1.09,297.4771158,39.8772345,1460.1,14.953,2014-11-18
Kepler-1154 c,Kepler-1154,1,2,Transit,2016,Kepler,8.45805119,,,,,,,6388,1.37338,1.28,297.4771158,39.8772345,1460.1,14.953,2018-09-25
Kepler-1154 c,Kepler-1154,1,2,Transit,2016,Kepler,8.45805119,0.0875,2.52,0.22481973,,1117,,6172,1.471,1.25,297.4771158,39.8772345,1460.1,14.953,2017-05-08
Kepler-1154 c,Kepler-1154,1,2,Transit,2016,Kepler,8.4580730159,,,,,,,6388,1.37338,1.28,297.4771158,39.8772345,1460.1,14.953,2019-04-18
Kepler-1155 b,Kepler-1155,1,1,Transit,2016,Kepler,33.469743,0.2006,2.15,0.19181048,,609,,5912,1.094,0.96,288.8206058,39.5228712,1128.72,14.799,2015-08-25
Kepler-1155 b,Kepler-1155,1,1,Transit,2016,Kepler,33.469743,0.2006,2.15,0.19181048,,609,,5912,1.094,0.96,288.8206058,39.5228712,1128.72,14.799,2014-11-18
Kepler-1155 b,Kepler-1155,1,1,Transit,2016,Kepler,33.4698571,,,,,,,,,,288.8206058,39.5228712,1128.72,14.799,2018-09-25
Kepler-1155 b,Kepler-1155,1,1,Transit,2016,Kepler,33.47025,0.201,2.6,0.23195686,,615,,5900,1.12,0.97,288.8206058,39.5228712,1128.72,14.799,2013-10-28
Kepler-1155 b,Kepler-1155,1,1,Transit,2016,Kepler,33.4698571,0.2006,2.45,0.21857474,,609,,5912,1.094,0.96,288.8206058,39.5228712,1128.72,14.799,2017-05-08
Kepler-1155 b,Kepler-1155,1,1,Transit,2016,Kepler,33.469743,0.2006,2.15,0.19181048,,609,,5912,1.094,0.96,288.8206058,39.5228712,1128.72,14.799,2014-11-21
Kepler-1155 b,Kepler-1155,1,1,Transit,2016,Kepler,33.46972336,,,,,,,,,,288.8206058,39.5228712,1128.72,14.799,2016-07-28
Kepler-1155 b,Kepler-1155,1,1,Transit,2016,Kepler,33.469743,,2.03,0.18110447,,,,5842,1.03,1.03,288.8206058,39.5228712,1128.72,14.799,2016-05-10
Kepler-1155 b,Kepler-1155,1,1,Transit,2016,Kepler,33.4702599693,,,,,,,,,,288.8206058,39.5228712,1128.72,14.799,2019-04-18
Kepler-1156 b,Kepler-1156,1,1,Transit,2016,Kepler,11.89520436,,,,,,,5823,0.908548,1.05,288.9240901,46.0575865,691.331,14.262,2018-09-25
Kepler-1156 b,Kepler-1156,1,1,Transit,2016,Kepler,11.89520511,,1.32,0.11776251,,,,5778,1,1,288.9240901,46.0575865,691.331,14.262,2016-05-10
Kepler-1156 b,Kepler-1156,1,1,Transit,2016,Kepler,11.89520511,0.1025,1.25,0.11151772,,812,,6061,0.945,1.012,288.9240901,46.0575865,691.331,14.262,2014-11-21
